"Year","matmort","neomort","under5mort","infantmort","ISO"
2012,34,9.8,14.7,13.6,"BRB"
2013,32,9.7,14.6,13.5,"BRB"
2014,31,9.5,14.3,13.3,"BRB"
2015,31,9.3,14,13,"BRB"
2016,30,9.1,13.7,12.7,"BRB"
2017,27,8.9,13.4,12.4,"BRB"
2018,NA,8.6,13,12.1,"BRB"
2019,NA,8.4,12.6,11.7,"BRB"
2000,28,5,10.3,8.2,"BRN"
2001,28,5,10.1,8,"BRN"
2002,29,5,9.8,7.9,"BRN"
2003,30,5,9.7,7.8,"BRN"
2004,30,5,9.6,7.7,"BRN"
2005,29,5,9.5,7.7,"BRN"
2006,28,4.9,9.5,7.7,"BRN"
2007,27,4.9,9.5,7.7,"BRN"
2008,27,4.8,9.5,7.7,"BRN"
2009,27,4.8,9.6,7.8,"BRN"
2010,28,4.8,9.7,7.9,"BRN"
2011,28,4.8,9.8,8.1,"BRN"
2012,29,4.8,10,8.2,"BRN"
2013,28,4.9,10.2,8.4,"BRN"
2014,29,5,10.4,8.6,"BRN"
2015,30,5.2,10.6,8.8,"BRN"
2016,31,5.4,10.8,9,"BRN"
2017,31,5.6,11,9.2,"BRN"
2018,NA,5.8,11.2,9.4,"BRN"
2019,NA,6,11.4,9.6,"BRN"
2000,423,31.8,77.2,57.5,"BTN"
2001,384,30.9,72.9,54.8,"BTN"
2002,365,30,68.9,52.2,"BTN"
2003,348,29,65,49.7,"BTN"
2004,332,28,61.2,47.2,"BTN"
2005,310,27.1,57.5,44.7,"BTN"
2006,291,26.2,54.1,42.3,"BTN"
2007,275,25.3,50.8,40.1,"BTN"
2008,264,24.4,47.8,38,"BTN"
2009,255,23.4,44.9,36,"BTN"
2010,247,22.5,42.4,34.1,"BTN"
2011,239,21.6,40,32.4,"BTN"
2012,231,20.8,38,31,"BTN"
2013,223,20.1,36.2,29.6,"BTN"
2014,214,19.3,34.6,28.5,"BTN"
2015,203,18.4,33.1,27.4,"BTN"
2016,193,17.6,31.9,26.5,"BTN"
2017,183,17,30.7,25.6,"BTN"
2018,NA,16.3,29.6,24.7,"BTN"
2019,NA,15.7,28.6,23.9,"BTN"
2000,262,16.6,80.5,45.2,"BWA"
2001,271,17,80,44.6,"BWA"
2002,278,17.8,78.3,43.9,"BWA"
2003,278,18.7,76.1,43.1,"BWA"
2004,264,19.6,72.7,42.1,"BWA"
2005,239,20.4,67,38.9,"BWA"
2006,221,21,61.5,38.1,"BWA"
2007,209,21.6,58.6,39.5,"BWA"
2008,203,22,57.6,40.3,"BWA"
2009,189,22.4,55.3,40.1,"BWA"
2010,179,22.7,51.4,39.5,"BWA"
2011,176,22.9,51.9,41.1,"BWA"
2012,170,23.1,50.8,40.2,"BWA"
2013,164,23.2,49.6,39.4,"BWA"
2014,160,23.3,50.2,40.1,"BWA"
2015,156,23.3,49.7,39.6,"BWA"
2016,151,23.2,49.2,39.3,"BWA"
2017,144,23,47.8,38.2,"BWA"
2018,NA,22.7,47,37.6,"BWA"
2019,NA,22.3,45.9,36.9,"BWA"
2000,1280,49,168.9,109.9,"CAF"
2001,1290,48.9,167.4,109.2,"CAF"
2002,1280,48.7,165.8,108.5,"CAF"
2003,1250,48.6,164.2,107.7,"CAF"
2004,1230,48.4,162.5,106.9,"CAF"
2005,1200,48.2,160.8,106.1,"CAF"
2006,1170,48,158.3,104.8,"CAF"
2007,1130,47.7,155.6,103.7,"CAF"
2008,1090,47.2,152.8,102.5,"CAF"
2009,1050,46.7,148.9,100.6,"CAF"
2010,1000,46.1,145,99,"CAF"
2011,981,45.5,140.5,96.7,"CAF"
2012,963,44.7,136.2,94.5,"CAF"
2013,1030,43.9,132.5,93,"CAF"
2014,961,43.2,128.2,90.5,"CAF"
2015,912,42.5,123.3,87.9,"CAF"
2016,890,41.7,118.2,85.6,"CAF"
2017,829,41,114.5,83.8,"CAF"
2018,NA,40.2,111.1,81.6,"CAF"
2019,NA,39.6,106.6,79.1,"CAF"
2000,9,3.8,6.2,5.3,"CAN"
2001,10,3.8,6.2,5.3,"CAN"
2002,10,3.9,6.2,5.3,"CAN"
2003,10,3.9,6.2,5.3,"CAN"
2004,10,3.9,6.1,5.3,"CAN"
2005,11,3.9,6.1,5.2,"CAN"
2006,11,3.9,6,5.2,"CAN"
2007,11,3.8,6,5.1,"CAN"
2008,12,3.8,5.9,5.1,"CAN"
2009,12,3.8,5.8,5,"CAN"
2010,11,3.8,5.7,5,"CAN"
2011,11,3.7,5.7,4.9,"CAN"
2012,11,3.7,5.6,4.9,"CAN"
2013,11,3.6,5.5,4.8,"CAN"
2014,11,3.6,5.4,4.7,"CAN"
2015,11,3.6,5.4,4.7,"CAN"
2016,10,3.5,5.3,4.6,"CAN"
2017,10,3.4,5.2,4.6,"CAN"
2018,NA,3.3,5.1,4.5,"CAN"
2019,NA,3.3,5.1,4.4,"CAN"
2000,20,6.5367705,12.24332141,10.35377888,NA
2001,19,6.159182949,11.63624485,9.838498124,NA
2002,17,5.913486291,11.21167819,9.49103012,NA
2003,16,5.700287615,10.87698607,9.207105119,NA
2004,15,5.435772639,10.44209821,8.870824183,NA
2005,14,5.131779458,9.900442762,8.393090011,NA
2006,13,4.791341327,9.275349705,7.882774817,NA
2007,12,4.475008733,8.701068805,7.420926297,NA
2008,12,4.205195188,8.182059286,6.935704017,NA
2009,11,3.982703612,7.708581783,6.548900595,NA
2010,11,3.766453015,7.33099819,6.169101866,NA
2011,10,3.598099714,6.982820506,5.886856808,NA
2012,9,3.452906712,6.624633319,5.622893974,NA
2013,9,3.331111399,6.332761208,5.340968848,NA
2014,9,3.189491419,6.02653522,5.06766987,NA
2015,9,3.034158843,5.769004721,4.835833913,NA
2016,9,2.911984848,5.463623039,4.604803763,NA
2017,8,2.784185453,5.228100858,4.397392104,NA
2018,NA,2.712889352,5.01589049,4.213125998,NA
2019,NA,2.644071244,4.851054225,4.052811301,NA
2000,7,3.5,5.6,4.7,"CHE"
2001,7,3.5,5.5,4.6,"CHE"
2002,7,3.4,5.4,4.5,"CHE"
2003,7,3.4,5.3,4.5,"CHE"
2004,7,3.3,5.2,4.4,"CHE"
2005,7,3.3,5.1,4.3,"CHE"
2006,7,3.3,4.9,4.2,"CHE"
2007,6,3.2,4.8,4.1,"CHE"
2008,6,3.2,4.7,4,"CHE"
2009,6,3.2,4.6,4,"CHE"
2010,6,3.2,4.6,3.9,"CHE"
2011,6,3.1,4.5,3.9,"CHE"
2012,6,3.1,4.4,3.8,"CHE"
2013,6,3,4.4,3.8,"CHE"
2014,5,3,4.3,3.8,"CHE"
2015,5,3,4.3,3.7,"CHE"
2016,5,2.9,4.2,3.7,"CHE"
2017,5,2.9,4.2,3.6,"CHE"
2018,NA,2.9,4.1,3.6,"CHE"
2019,NA,2.8,4,3.6,"CHE"
2000,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA
2003,NA,NA,NA,NA,NA
2004,NA,NA,NA,NA,NA
2005,NA,NA,NA,NA,NA
2006,NA,NA,NA,NA,NA
2007,NA,NA,NA,NA,NA
2008,NA,NA,NA,NA,NA
2009,NA,NA,NA,NA,NA
2010,NA,NA,NA,NA,NA
2011,NA,NA,NA,NA,NA
2012,NA,NA,NA,NA,NA
2013,NA,NA,NA,NA,NA
2014,NA,NA,NA,NA,NA
2015,NA,NA,NA,NA,NA
2016,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2018,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2000,31,5.7,10.9,9.2,"CHL"
2001,32,5.4,10.3,8.7,"CHL"
2002,28,5.3,9.8,8.3,"CHL"
2003,27,5.3,9.5,8.1,"CHL"
2004,27,5.4,9.3,7.9,"CHL"
2005,25,5.4,9.1,7.7,"CHL"
2006,25,5.5,9,7.6,"CHL"
2007,23,5.4,8.9,7.6,"CHL"
2008,21,5.3,8.9,7.6,"CHL"
2009,21,5.3,8.8,7.5,"CHL"
2010,20,5.3,8.7,7.4,"CHL"
2011,18,5.3,8.5,7.3,"CHL"
2012,17,5.3,8.4,7.2,"CHL"
2013,16,5.3,8.3,7.1,"CHL"
2014,15,5.2,8.1,6.9,"CHL"
2015,14,5.1,7.9,6.7,"CHL"
2016,13,5,7.7,6.5,"CHL"
2017,13,4.9,7.4,6.4,"CHL"
2018,NA,4.7,7.2,6.2,"CHL"
2019,NA,4.5,7,6,"CHL"
2000,59,21.4,36.7,29.9,"CHN"
2001,55,19.9,34.1,27.8,"CHN"
2002,51,18.4,31.5,25.6,"CHN"
2003,48,16.9,28.8,23.4,"CHN"
2004,46,15.3,26.3,21.4,"CHN"
2005,44,13.9,24,19.4,"CHN"
2006,42,12.5,21.9,17.7,"CHN"
2007,40,11.3,20.1,16.2,"CHN"
2008,40,10.2,18.5,14.8,"CHN"
2009,37,9.2,17,13.6,"CHN"
2010,36,8.4,15.8,12.5,"CHN"
2011,34,7.6,14.6,11.5,"CHN"
2012,33,7,13.5,10.6,"CHN"
2013,32,6.4,12.5,9.8,"CHN"
2014,31,5.8,11.6,9,"CHN"
2015,30,5.3,10.7,8.3,"CHN"
2016,29,4.9,9.9,7.6,"CHN"
2017,29,4.5,9.2,7,"CHN"
2018,NA,4.1,8.5,6.4,"CHN"
2019,NA,3.7,7.9,5.9,"CHN"
2000,704,45.8,143.3,95.6,"CIV"
2001,706,45.2,140.1,93.7,"CIV"
2002,713,44.6,136.7,91.6,"CIV"
2003,711,44,133.1,89.6,"CIV"
2004,709,43.4,129.5,87.5,"CIV"
2005,704,42.7,125.6,85.2,"CIV"
2006,699,42,122,83.4,"CIV"
2007,698,41.3,118.2,81.1,"CIV"
2008,694,40.6,114.2,78.7,"CIV"
2009,700,40,109.9,76.6,"CIV"
2010,701,39.3,106.3,74.7,"CIV"
2011,703,38.7,103.1,72.9,"CIV"
2012,702,38,100.1,71,"CIV"
2013,691,37.4,97,69.1,"CIV"
2014,676,36.8,93.6,67.3,"CIV"
2015,658,36.2,90.8,65.7,"CIV"
2016,636,35.6,88.4,64.4,"CIV"
2017,617,35,86,62.9,"CIV"
2018,NA,34.5,83.2,61.3,"CIV"
2019,NA,33.9,80.3,59.4,"CIV"
2000,886,35.6,143.9,87.6,"CMR"
2001,844,34.8,140.9,85.8,"CMR"
2002,803,34.1,137.5,83.7,"CMR"
2003,771,33.7,134,81.7,"CMR"
2004,732,33.5,130.6,79.7,"CMR"
2005,692,33.2,127.5,78.1,"CMR"
2006,658,33,124.2,76.2,"CMR"
2007,635,32.7,121,74.6,"CMR"
2008,618,32.4,117.6,72.7,"CMR"
2009,606,32,114.3,71.1,"CMR"
2010,597,31.7,110.1,68.6,"CMR"
2011,589,31.3,105.8,66.6,"CMR"
2012,580,30.9,101.3,64.2,"CMR"
2013,567,30.4,96.7,61.6,"CMR"
2014,564,29.9,92.4,59.5,"CMR"
2015,554,29.3,88,57,"CMR"
2016,538,28.7,84.2,55.2,"CMR"
2017,529,28,80.6,53.2,"CMR"
2018,NA,27.4,77.3,51.3,"CMR"
2019,NA,26.8,74.7,49.9,"CMR"
2000,760,38.4,159.3,106.5,"COD"
2001,740,38,154.9,104.4,"COD"
2002,734,37.6,150.4,102.2,"COD"
2003,699,37.2,145.7,99.9,"COD"
2004,661,36.6,140.9,97.5,"COD"
2005,627,36,136.1,95.2,"COD"
2006,598,35.3,131.4,92.8,"COD"
2007,578,34.5,126.7,90.4,"COD"
2008,565,33.8,122.3,88.1,"COD"
2009,555,33,118,85.8,"COD"
2010,542,32.3,113.8,83.5,"COD"
2011,532,31.7,109.9,81.3,"COD"
2012,524,31.1,106.1,79.1,"COD"
2013,514,30.6,102.5,77,"COD"
2014,500,30,99.2,75,"COD"
2015,490,29.5,95.9,73,"COD"
2016,481,29,92.8,71.1,"COD"
2017,473,28.5,89.6,69.1,"COD"
2018,NA,27.9,86.6,67.3,"COD"
2019,NA,27.3,83.8,65.5,"COD"
2000,739,30.7,114.1,72.4,"COG"
2001,752,30.2,111.1,70.7,"COG"
2002,769,29.5,106.2,68,"COG"
2003,757,28.6,100.2,64.6,"COG"
2004,724,27.5,93.3,60.7,"COG"
2005,677,26.5,86.4,56.8,"COG"
2006,623,25.4,79.8,53.1,"COG"
2007,580,24.5,74,49.8,"COG"
2008,552,23.7,69,46.9,"COG"
2009,526,23,65,44.7,"COG"
2010,506,22.5,62,43,"COG"
2011,488,22.1,59.7,41.7,"COG"
2012,468,21.8,57.9,40.7,"COG"
2013,449,21.4,56.2,39.7,"COG"
2014,433,21.1,54.4,38.7,"COG"
2015,416,20.7,52.6,37.6,"COG"
2016,397,20.2,50.8,36.6,"COG"
2017,378,19.9,49.1,35.6,"COG"
2018,NA,19.4,47.6,34.7,"COG"
2019,NA,19.1,52.5,35.9,"COG"
2000,94,13.5,25.1,21.2,"COL"
2001,93,13.1,24.3,20.6,"COL"
2002,92,12.7,23.5,19.9,"COL"
2003,88,12.4,22.8,19.4,"COL"
2004,85,12,22.1,18.9,"COL"
2005,83,11.7,21.5,18.3,"COL"
2006,82,11.3,20.8,17.8,"COL"
2007,83,11,20.2,17.2,"COL"
2008,84,10.6,19.5,16.7,"COL"
2009,87,10.3,18.9,16.2,"COL"
2010,85,10,18.3,15.7,"COL"
2011,84,9.6,17.7,15.2,"COL"
2012,85,9.3,17.1,14.7,"COL"
2013,85,9,16.6,14.3,"COL"
2014,85,8.7,16,13.8,"COL"
2015,85,8.4,15.5,13.4,"COL"
2016,84,8.2,15,12.9,"COL"
2017,83,7.9,14.6,12.5,"COL"
2018,NA,7.7,14.1,12.1,"COL"
2019,NA,7.4,13.6,11.7,"COL"
2000,444,40.8,100.6,72.4,"COM"
2001,437,40.7,100.2,72.1,"COM"
2002,429,40.5,100.1,72,"COM"
2003,423,40.3,99.6,71.7,"COM"
2004,414,40.1,98.5,71,"COM"
2005,404,39.7,96.7,69.8,"COM"
2006,393,39.2,94.4,68.4,"COM"
2007,382,38.6,91.9,66.8,"COM"
2008,370,38,89.5,65.3,"COM"
2009,356,37.3,86.9,63.7,"COM"
2010,341,36.6,84.6,62.2,"COM"
2011,326,35.8,82,60.5,"COM"
2012,313,35.1,79.4,58.9,"COM"
2013,302,34.5,76.9,57.2,"COM"
2014,293,33.6,74.7,55.8,"COM"
2015,285,32.9,72.3,54.4,"COM"
2016,279,32.1,70.1,53,"COM"
2017,273,31.3,67.9,51.5,"COM"
2018,NA,30.5,65.7,50.1,"COM"
2019,NA,29.8,63.5,48.7,"COM"
2000,118,18.1,38.1,31.1,"CPV"
2001,109,17,34.4,28.4,"CPV"
2002,101,16,31.6,26.3,"CPV"
2003,96,15.4,29.8,24.8,"CPV"
2004,91,15.1,28.6,24,"CPV"
2005,86,15.1,28.1,23.5,"CPV"
2006,82,15.3,27.9,23.4,"CPV"
2007,78,15.4,27.8,23.3,"CPV"
2008,75,15.6,27.5,23.1,"CPV"
2009,72,15.5,27,22.7,"CPV"
2010,70,15.3,26.3,22.1,"CPV"
2011,67,14.9,25.2,21.3,"CPV"
2012,65,14.3,24,20.3,"CPV"
2013,63,13.5,22.5,19.2,"CPV"
2014,62,12.6,21,17.9,"CPV"
2015,61,11.8,19.5,16.7,"CPV"
2016,59,10.9,18.1,15.5,"CPV"
2017,58,10.2,16.8,14.5,"CPV"
2018,NA,9.6,15.8,13.6,"CPV"
2019,NA,9,14.9,12.8,"CPV"
2000,40,7.7,13.1,11.1,"CRI"
2001,37,7.5,12.6,10.5,"CRI"
2002,38,7.3,12.1,10.1,"CRI"
2003,37,7.2,11.8,10,"CRI"
2004,36,7.1,11.5,9.9,"CRI"
2005,33,7.1,11.3,9.9,"CRI"
2006,35,7,11.2,9.8,"CRI"
2007,29,6.9,11.1,9.7,"CRI"
2008,29,6.8,10.9,9.5,"CRI"
2009,29,6.7,10.7,9.3,"CRI"
2010,32,6.6,10.5,9.2,"CRI"
2011,30,6.5,10.2,8.9,"CRI"
2012,29,6.5,9.9,8.6,"CRI"
2013,29,6.4,9.6,8.2,"CRI"
2014,29,6.3,9.3,7.9,"CRI"
2015,28,6.3,9.1,7.7,"CRI"
2016,28,6.2,8.9,7.6,"CRI"
2017,27,6.1,8.7,7.5,"CRI"
2018,NA,5.9,8.4,7.4,"CRI"
2019,NA,5.8,8.2,7.2,"CRI"
2000,112,17.35753812,26.73662748,22.62139511,NA
2001,109,16.99008479,26.11444075,22.15000737,NA
2002,109,16.6959683,25.56557463,21.71879025,NA
2003,107,16.34072174,25.05997395,21.28469718,NA
2004,105,15.97434942,24.51592188,20.90205557,NA
2005,103,15.61272513,24.02247602,20.50995128,NA
2006,101,15.1775752,23.53200592,20.10601443,NA
2007,98,14.84431616,23.00651381,19.72218506,NA
2008,97,14.55964082,22.58010767,19.36737517,NA
2009,96,14.22916526,22.09326835,18.93985131,NA
2010,93,13.95877615,21.56475423,18.52872136,NA
2011,93,13.6620871,21.03935755,18.14184207,NA
2012,93,13.38751153,20.535088,17.67429911,NA
2013,91,13.03987739,19.99512526,17.25074584,NA
2014,89,12.67629431,19.43667885,16.7864046,NA
2015,89,12.28799079,18.86726862,16.34724219,NA
2016,89,11.94072326,18.36123547,15.87550598,NA
2017,88,11.57052558,17.82269908,15.41861902,NA
2018,NA,11.19083447,17.28568245,14.96289049,NA
2019,NA,10.82194469,17.20832624,14.7001176,NA
2000,46,4.3,8.8,7,"CUB"
2001,44,4.2,8.5,6.8,"CUB"
2002,41,4,8.2,6.5,"CUB"
2003,41,3.8,7.9,6.3,"CUB"
2004,40,3.6,7.6,6.1,"CUB"
2005,41,3.4,7.4,5.9,"CUB"
2006,38,3.3,7.2,5.7,"CUB"
2007,38,3.2,6.9,5.5,"CUB"
2008,40,3.1,6.7,5.4,"CUB"
2009,40,3,6.5,5.2,"CUB"
2010,41,2.9,6.4,5.1,"CUB"
2011,38,2.8,6.2,5,"CUB"
2012,39,2.7,6.1,4.8,"CUB"
2013,40,2.6,5.9,4.7,"CUB"
2014,39,2.5,5.8,4.6,"CUB"
2015,38,2.4,5.7,4.5,"CUB"
2016,37,2.3,5.5,4.4,"CUB"
2017,36,2.3,5.4,4.3,"CUB"
2018,NA,2.3,5.3,4.3,"CUB"
2019,NA,2.3,5.2,4.2,"CUB"
2000,NA,NA,NA,NA,"CUW"
2001,NA,NA,NA,NA,"CUW"
2002,NA,NA,NA,NA,"CUW"
2003,NA,NA,NA,NA,"CUW"
2004,NA,NA,NA,NA,"CUW"
2005,NA,NA,NA,NA,"CUW"
2006,NA,NA,NA,NA,"CUW"
2007,NA,NA,NA,NA,"CUW"
2008,NA,NA,NA,NA,"CUW"
2009,NA,NA,NA,NA,"CUW"
2010,NA,NA,NA,NA,"CUW"
2011,NA,NA,NA,NA,"CUW"
2012,NA,NA,NA,NA,"CUW"
2013,NA,NA,NA,NA,"CUW"
2014,NA,NA,NA,NA,"CUW"
2015,NA,NA,NA,NA,"CUW"
2016,NA,NA,NA,NA,"CUW"
2017,NA,NA,NA,NA,"CUW"
2018,NA,NA,NA,NA,"CUW"
2019,NA,NA,NA,NA,"CUW"
2000,NA,NA,NA,NA,"CYM"
2001,NA,NA,NA,NA,"CYM"
2002,NA,NA,NA,NA,"CYM"
2003,NA,NA,NA,NA,"CYM"
2004,NA,NA,NA,NA,"CYM"
2005,NA,NA,NA,NA,"CYM"
2006,NA,NA,NA,NA,"CYM"
2007,NA,NA,NA,NA,"CYM"
2008,NA,NA,NA,NA,"CYM"
2009,NA,NA,NA,NA,"CYM"
2010,NA,NA,NA,NA,"CYM"
2011,NA,NA,NA,NA,"CYM"
2012,NA,NA,NA,NA,"CYM"
2013,NA,NA,NA,NA,"CYM"
2014,NA,NA,NA,NA,"CYM"
2015,NA,NA,NA,NA,"CYM"
2016,NA,NA,NA,NA,"CYM"
2017,NA,NA,NA,NA,"CYM"
2018,NA,NA,NA,NA,"CYM"
2019,NA,NA,NA,NA,"CYM"
2000,14,3.7,6.5,5.6,"CYP"
2001,9,3.4,6,5.2,"CYP"
2002,10,3.2,5.6,4.8,"CYP"
2003,9,3,5.2,4.5,"CYP"
2004,9,2.8,4.8,4.1,"CYP"
2005,12,2.6,4.5,3.8,"CYP"
2006,9,2.4,4.2,3.6,"CYP"
2007,8,2.3,3.9,3.3,"CYP"
2008,9,2.1,3.7,3.1,"CYP"
2009,8,2,3.5,3,"CYP"
2010,8,1.9,3.4,2.8,"CYP"
2011,8,1.9,3.2,2.7,"CYP"
2012,7,1.8,3.1,2.6,"CYP"
2013,6,1.8,3,2.5,"CYP"
2014,8,1.7,2.9,2.4,"CYP"
2015,7,1.7,2.9,2.4,"CYP"
2016,6,1.7,2.9,2.4,"CYP"
2017,6,1.7,2.8,2.3,"CYP"
2018,NA,1.7,2.8,2.3,"CYP"
2019,NA,1.7,2.8,2.3,"CYP"
2000,7,2.7,5.5,4.5,"CZE"
2001,7,2.5,5.2,4.3,"CZE"
2002,6,2.4,5,4.1,"CZE"
2003,6,2.4,4.8,3.9,"CZE"
2004,5,2.3,4.6,3.7,"CZE"
2005,5,2.2,4.4,3.6,"CZE"
2006,5,2.1,4.1,3.4,"CZE"
2007,5,2,3.9,3.2,"CZE"
2008,5,1.9,3.7,3,"CZE"
2009,4,1.8,3.5,2.9,"CZE"
2010,4,1.7,3.4,2.7,"CZE"
2011,4,1.6,3.3,2.6,"CZE"
2012,4,1.6,3.2,2.6,"CZE"
2013,4,1.6,3.1,2.5,"CZE"
2014,4,1.6,3.1,2.5,"CZE"
2015,4,1.6,3.2,2.5,"CZE"
2016,4,1.6,3.2,2.6,"CZE"
2017,3,1.6,3.2,2.6,"CZE"
2018,NA,1.6,3.1,2.5,"CZE"
2019,NA,1.6,3,2.4,"CZE"
2000,7,2.8,5.4,4.4,"DEU"
2001,7,2.7,5.2,4.3,"DEU"
2002,7,2.7,5.1,4.2,"DEU"
2003,6,2.7,5,4.1,"DEU"
2004,6,2.6,4.9,4,"DEU"
2005,6,2.6,4.7,3.9,"DEU"
2006,6,2.6,4.6,3.8,"DEU"
2007,6,2.5,4.5,3.7,"DEU"
2008,6,2.4,4.4,3.6,"DEU"
2009,6,2.4,4.3,3.5,"DEU"
2010,6,2.3,4.2,3.5,"DEU"
2011,6,2.3,4.1,3.4,"DEU"
2012,5,2.3,4,3.4,"DEU"
2013,5,2.3,4,3.3,"DEU"
2014,5,2.3,4,3.3,"DEU"
2015,5,2.3,3.9,3.3,"DEU"
2016,5,2.3,3.9,3.3,"DEU"
2017,7,2.3,3.9,3.3,"DEU"
2018,NA,2.3,3.8,3.2,"DEU"
2019,NA,2.3,3.7,3.2,"DEU"
2000,507,43.9,101,79.9,"DJI"
2001,490,43.4,98.6,78.2,"DJI"
2002,470,42.7,96.1,76.5,"DJI"
2003,449,42.1,93.6,74.7,"DJI"
2004,426,41.6,91.1,72.9,"DJI"
2005,393,40.9,88.7,71.2,"DJI"
2006,361,40.3,86.1,69.4,"DJI"
2007,335,39.7,83.6,67.6,"DJI"
2008,320,39,81.2,65.9,"DJI"
2009,299,38.4,78.8,64.2,"DJI"
2010,283,37.6,76.6,62.5,"DJI"
2011,272,37,74.4,60.9,"DJI"
2012,262,36.3,72.2,59.3,"DJI"
2013,256,35.4,70.1,57.8,"DJI"
2014,256,34.7,68,56.2,"DJI"
2015,247,34,65.8,54.6,"DJI"
2016,246,33.2,63.8,53.1,"DJI"
2017,248,32.5,61.8,51.6,"DJI"
2018,NA,31.8,59.7,50.1,"DJI"
2019,NA,31.1,57.8,48.6,"DJI"
2000,NA,12.9,16.9,14.1,"DMA"
2001,NA,13.3,17.3,14.5,"DMA"
2002,NA,13.8,17.8,14.9,"DMA"
2003,NA,14.4,18.4,15.5,"DMA"
2004,NA,14.9,19,16.1,"DMA"
2005,NA,15.6,19.7,16.8,"DMA"
2006,NA,16.2,20.5,17.5,"DMA"
2007,NA,17,21.4,18.3,"DMA"
2008,NA,17.8,22.3,19.2,"DMA"
2009,NA,18.7,23.4,20.2,"DMA"
2010,NA,19.6,24.6,21.3,"DMA"
2011,NA,20.7,25.8,22.5,"DMA"
2012,NA,21.7,27.1,23.7,"DMA"
2013,NA,22.8,28.4,25,"DMA"
2014,NA,23.9,29.8,26.2,"DMA"
2015,NA,25,31.1,27.5,"DMA"
2016,NA,26.1,32.4,28.7,"DMA"
2017,NA,27.2,33.5,29.7,"DMA"
2018,NA,28.3,34.4,30.6,"DMA"
2019,NA,29.2,35,31.2,"DMA"
2000,8,3.5,5.7,4.7,"DNK"
2001,8,3.4,5.6,4.7,"DNK"
2002,8,3.2,5.5,4.6,"DNK"
2003,7,3.2,5.4,4.5,"DNK"
2004,7,3.1,5.2,4.3,"DNK"
2005,6,3.1,5,4.2,"DNK"
2006,6,3,4.8,4,"DNK"
2007,6,2.9,4.5,3.8,"DNK"
2008,6,2.8,4.4,3.7,"DNK"
2009,6,2.8,4.2,3.6,"DNK"
2010,5,2.8,4.1,3.5,"DNK"
2011,5,2.9,4.1,3.4,"DNK"
2012,5,3,4.1,3.5,"DNK"
2013,4,3,4.1,3.5,"DNK"
2014,4,3,4.1,3.5,"DNK"
2015,4,3,4.1,3.5,"DNK"
2016,4,2.9,4.1,3.5,"DNK"
2017,4,2.8,4,3.4,"DNK"
2018,NA,2.7,3.9,3.3,"DNK"
2019,NA,2.6,3.7,3.2,"DNK"
2000,80,23.3,40,32.4,"DOM"
2001,75,23.2,39,31.7,"DOM"
2002,75,23.1,38.1,31.1,"DOM"
2003,76,23.1,37.4,30.6,"DOM"
2004,81,23.2,36.9,30.1,"DOM"
2005,83,23.4,36.4,29.8,"DOM"
2006,86,23.6,36,29.5,"DOM"
2007,90,23.8,35.7,29.3,"DOM"
2008,92,24,35.5,29.1,"DOM"
2009,95,24.1,35.3,29,"DOM"
2010,96,24.2,35.1,28.9,"DOM"
2011,95,24.3,35,28.8,"DOM"
2012,94,24.3,35,28.8,"DOM"
2013,94,24.3,35,28.8,"DOM"
2014,94,24.4,35,28.8,"DOM"
2015,94,24.4,35,28.8,"DOM"
2016,94,24.5,35,28.8,"DOM"
2017,95,24.4,34.9,28.7,"DOM"
2018,NA,24.2,34.8,28.6,"DOM"
2019,NA,23.9,34.4,28.3,"DOM"
2000,161,21.1,39.7,33.9,"DZA"
2001,155,21.1,38.9,33.3,"DZA"
2002,148,20.9,37.8,32.4,"DZA"
2003,145,20.8,36.5,31.3,"DZA"
2004,134,20.4,35.1,30.1,"DZA"
2005,127,20.1,33.6,28.8,"DZA"
2006,122,19.8,32.1,27.6,"DZA"
2007,119,19.4,30.7,26.4,"DZA"
2008,117,18.9,29.5,25.3,"DZA"
2009,117,18.2,28.4,24.4,"DZA"
2010,115,17.5,27.4,23.6,"DZA"
2011,116,17.1,26.7,22.9,"DZA"
2012,116,16.9,26.2,22.5,"DZA"
2013,115,16.4,25.8,22.1,"DZA"
2014,114,15.7,25.5,21.9,"DZA"
2015,114,15.1,25.2,21.6,"DZA"
2016,113,15.1,24.8,21.3,"DZA"
2017,112,15.6,24.3,20.9,"DZA"
2018,NA,16,23.8,20.4,"DZA"
2019,NA,16.3,23.3,20,"DZA"
2000,121,21.40243152,41.86286108,33.16846587,NA
2001,118,20.26672342,39.50390213,31.38716221,NA
2002,115,19.11887996,37.19781647,29.56173495,NA
2003,112,18.02225245,34.87212479,27.77954,NA
2004,110,16.8940698,33.72860826,26.48710023,NA
2005,106,15.85566887,30.72938543,24.50039718,NA
2006,103,14.86022633,28.87675474,23.08501612,NA
2007,100,13.98935226,27.23250045,21.79278443,NA
2008,98,13.19101495,26.74574967,20.93439293,NA
2009,94,12.37586466,24.28367759,19.45171943,NA
2010,91,11.71176047,23.05272608,18.41800703,NA
2011,88,11.01962223,21.85175207,17.45388243,NA
2012,85,10.46044156,20.72919893,16.56348696,NA
